CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
496,Mongolia,0,,,,,0.01,0.02,0.11,0.15,0.51,1.26,1.65,2.04,,,,,,9.8,10,10.2,12.5,16.4
499,Montenegro,,,,,,,,,,,,,,,25.35,27.1,28.9,30.8,32.9,35.1,37.5,40,56.84
500,Montserrat,0,,,,,,,,,,,,,,,,25.91,20.43,20.32,20.26,35,26.9,30.66
504,Morocco,0,,,,,0,0.01,0.02,0.14,0.18,0.69,1.37,2.37,3.35,11.61,15.08,19.77,21.5,33.1,41.3,52,53,55
508,Mozambique,0,,,,,,0,0.01,0.02,0.06,0.11,0.16,0.26,0.42,0.68,0.85,0.84,0.91,1.56,2.68,4.17,4.3,4.85
104,Myanmar,0,,,,,,,,,0,,0,0,0.02,0.02,0.07,0.18,0.22,0.22,0.22,0.25,0.98,1.07
516,Namibia,0,,,,,0.01,0.01,0.06,0.29,0.34,1.64,2.42,2.63,3.36,3.8,4.01,4.4,4.84,5.33,6.5,11.6,12,12.94
520,Nauru,0,,,,,,,,,,,2.99,,,,,,,,,,54,
524,Nepal,0,0,0,0,0,0,0,0.02,0.06,0.15,0.2,0.24,0.31,0.38,0.45,0.83,1.14,1.41,1.73,1.97,7.93,9,11.15
528,Netherlands,0.33,0.53,1.32,1.97,3.26,6.47,9.65,14.07,22.24,39.18,43.98,49.37,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,92.3,93
530,Netherlands Antilles,0,,,,,,0.26,,,1.1,,,,,,,,,,,,,
540,New Caledonia,0,,,,,0.01,0.25,0.99,1.94,5.69,13.94,18.24,22.39,26.41,30.3,32.36,33.52,35.05,34.51,33.99,42,50,58
554,New Zealand,0,,0.29,0.63,3.17,4.88,8.04,14.6,31.64,41.49,47.38,53.24,59.08,60.96,61.85,62.72,69,69.76,72.03,79.7,83,86,89.51
