CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
840,United States,46.6,47,47.2,47.3,47.2,47.2,47.3,47.3,47.4,47.6,47.4,47.4,47.5,47.7,47.5,47.3,47.3,47.4,47.7,48.3,48.3,47.8
850,United States Virgin Islands,,,,,48.3,,,,,,,,,,,,,,,,,
858,Uruguay,42.3,,,,43.5,,,,,,46.4,46.5,45.8,48.1,,48.8,45.1,45.5,,47.9,49.3,
860,Uzbekistan,,37,37.1,36.5,36.5,36,36.9,37.1,37.2,37.2,37.1,41.6,37.1,37,40.6,40.3,40.3,39.4,,,,
548,Vanuatu,,,,,,,,,,,,,,,37.5,37.9,38.3,37.8,38.9,,,
862,Venezuela,35.2,35.7,35.7,34.7,35.7,36.7,37.4,37.8,38.7,39.2,39.8,41.4,41.8,42.2,42.1,41.6,41,41.4,41.6,42.7,43.1,
704,Viet Nam,,,,,,,41,41,42.2,41.9,40.7,40.7,40.8,40.1,40.4,,,,,,,
887,Yemen,,,,,6.4,,,,,6.4,7,6.5,,6.1,6,,6.3,6.2,,10,11.7,
894,Zambia,16.6,,,,,,,,,,22,,,,,,,,,,,
716,Zimbabwe,15.4,15.6,15.2,16.2,16.8,17.2,17.7,18,18.6,18.9,20.4,21.5,21.9,,,,,,,,,
